80,170
158,174
162,175
171,177
182,178
187,180
198,182
206,184
218,185
225,187
248,188
263,190
273,191
294,192
318,193
325,194
332,196
347,198
364,199
373,201
392,202
413,204
425,205
437,206
440,207
450,208
463,210
478,212
490,214
510,216
527,218
546,220
566,221
588,223
598,227
