70,168
80,168
100,168
122,172
131,172
136,173
150,177
168,181
177,182
186,183
188,183
200,187
216,187
225,187
246,189
251,190
259,192
273,192
284,194
283,193
317,200
263,193
284,197
291,198
317,200
337,203
347,204
372,220
437,233
490,250
588,250
